3.835635375976562500e+01,1.058635482788085938e+02,4.645772933959960938e+01,1.690686950683593750e+02,8.539367675781250000e+01,2.128999481201171875e+02,1.279850997924804688e+02,2.248376770019531250e+02,1.662028350830078125e+02,2.138376007080078125e+02,1.961006622314453125e+02,1.644060516357421875e+02,2.016506652832031250e+02,1.022620620727539062e+02,5.389558410644531250e+01,7.624535369873046875e+01,8.164292907714843750e+01,6.109666061401367188e+01,1.130463104248046875e+02,6.772562408447265625e+01,1.427967834472656250e+02,6.945618438720703125e+01,1.726112976074218750e+02,6.566984558105468750e+01,1.939260559082031250e+02,8.176934814453125000e+01,1.292897338867187500e+02,8.768795776367187500e+01,1.316119689941406250e+02,1.211645355224609375e+02,1.127073135375976562e+02,1.365478210449218750e+02,1.291964874267578125e+02,1.410548248291015625e+02,1.440282897949218750e+02,1.384186096191406250e+02,7.156534576416015625e+01,9.388041687011718750e+01,1.038380661010742188e+02,9.433200836181640625e+01,1.483919525146484375e+02,9.711277008056640625e+01,1.770308074951171875e+02,9.911891174316406250e+01,9.583719635009765625e+01,1.694203491210937500e+02,1.092860183715820312e+02,1.617582397460937500e+02,1.213919067382812500e+02,1.578034515380859375e+02,1.286131896972656250e+02,1.603138122558593750e+02,1.364966735839843750e+02,1.587577972412109375e+02,1.463944396972656250e+02,1.641322021484375000e+02,1.565022888183593750e+02,1.715338897705078125e+02,1.462659149169921875e+02,1.757032623291015625e+02,1.365108642578125000e+02,1.760830535888671875e+02,1.283185119628906250e+02,1.761776123046875000e+02,1.204216156005859375e+02,1.750580291748046875e+02,1.086728973388671875e+02,1.729354248046875000e+02,1.013987579345703125e+02,1.691747741699218750e+02,1.204201202392578125e+02,1.657914581298828125e+02,1.281920013427734375e+02,1.669195861816406250e+02,1.359148406982421875e+02,1.669448394775390625e+02,1.516194458007812500e+02,1.705946655273437500e+02,1.364656677246093750e+02,1.662954406738281250e+02,1.286568908691406250e+02,1.663956146240234375e+02,1.209253463745117188e+02,1.652678527832031250e+02
5.851465225219726562e+01,1.069696426391601562e+02,7.731060791015625000e+01,1.669419403076171875e+02,1.137851409912109375e+02,2.103803253173828125e+02,1.424501647949218750e+02,2.241942596435546875e+02,1.722087402343750000e+02,2.090913543701171875e+02,2.098802642822265625e+02,1.584930877685546875e+02,2.155865783691406250e+02,8.473964691162109375e+01,5.820598220825195312e+01,8.239234924316406250e+01,7.725538635253906250e+01,7.099151611328125000e+01,1.008870697021484375e+02,7.499447631835937500e+01,1.363364562988281250e+02,7.184201812744140625e+01,1.658825225830078125e+02,6.143819046020507812e+01,1.933993530273437500e+02,6.984912109375000000e+01,1.203565139770507812e+02,9.502740478515625000e+01,1.217518005371093750e+02,1.400181274414062500e+02,1.115645675659179688e+02,1.489685363769531250e+02,1.259851608276367188e+02,1.527540740966796875e+02,1.409820709228515625e+02,1.461544799804687500e+02,7.305657958984375000e+01,1.015314865112304688e+02,1.040007629394531250e+02,1.009551010131835938e+02,1.453436889648437500e+02,9.682771301269531250e+01,1.752416839599609375e+02,9.115638732910156250e+01,1.082632141113281250e+02,1.756732635498046875e+02,1.136675262451171875e+02,1.689396362304687500e+02,1.223959503173828125e+02,1.649212341308593750e+02,1.289477691650390625e+02,1.660906372070312500e+02,1.358473815917968750e+02,1.634032287597656250e+02,1.483880615234375000e+02,1.655540161132812500e+02,1.614642486572265625e+02,1.687033081054687500e+02,1.521481781005859375e+02,1.842136383056640625e+02,1.412965393066406250e+02,1.913616485595703125e+02,1.336134796142578125e+02,1.932954864501953125e+02,1.260647811889648438e+02,1.927635040283203125e+02,1.161551055908203125e+02,1.873180541992187500e+02,1.129829788208007812e+02,1.758698120117187500e+02,1.230445709228515625e+02,1.709324188232421875e+02,1.299258422851562500e+02,1.710879211425781250e+02,1.368103942871093750e+02,1.695693817138671875e+02,1.567742767333984375e+02,1.698893280029296875e+02,1.390007629394531250e+02,1.806120910644531250e+02,1.318685150146484375e+02,1.822419433593750000e+02,1.246260452270507812e+02,1.812296142578125000e+02
5.789513778686523438e+01,1.047173690795898438e+02,6.560366821289062500e+01,1.641077880859375000e+02,9.326219940185546875e+01,2.113327331542968750e+02,1.259375915527343750e+02,2.255119323730468750e+02,1.582723541259765625e+02,2.138490600585937500e+02,1.884660644531250000e+02,1.654216461181640625e+02,1.962804107666015625e+02,1.032874984741210938e+02,6.357742309570312500e+01,8.974200439453125000e+01,8.495126342773437500e+01,6.934349822998046875e+01,1.146368713378906250e+02,7.575644683837890625e+01,1.340485076904296875e+02,7.643558502197265625e+01,1.658266448974609375e+02,7.155165863037109375e+01,1.879049987792968750e+02,9.247290039062500000e+01,1.248248367309570312e+02,9.114627838134765625e+01,1.245458679199218750e+02,1.340952453613281250e+02,1.095927200317382812e+02,1.439357604980468750e+02,1.241363830566406250e+02,1.496357269287109375e+02,1.390644531250000000e+02,1.453340454101562500e+02,7.855679321289062500e+01,9.504024505615234375e+01,1.070239105224609375e+02,9.633176422119140625e+01,1.432548675537109375e+02,9.797139739990234375e+01,1.700727539062500000e+02,9.800134277343750000e+01,9.832330322265625000e+01,1.738167419433593750e+02,1.077528228759765625e+02,1.687551727294921875e+02,1.174600448608398438e+02,1.659911499023437500e+02,1.241631622314453125e+02,1.684892272949218750e+02,1.319609375000000000e+02,1.665024566650390625e+02,1.415206604003906250e+02,1.704376983642578125e+02,1.513941040039062500e+02,1.748793029785156250e+02,1.418513793945312500e+02,1.820262603759765625e+02,1.324739074707031250e+02,1.844769744873046875e+02,1.244889297485351562e+02,1.850034637451171875e+02,1.168768615722656250e+02,1.837966308593750000e+02,1.072606048583984375e+02,1.802016143798828125e+02,1.029977874755859375e+02,1.739740142822265625e+02,1.166837615966796875e+02,1.723319702148437500e+02,1.239441452026367188e+02,1.734607086181640625e+02,1.315520324707031250e+02,1.729896850585937500e+02,1.471393737792968750e+02,1.748124237060546875e+02,1.322923583984375000e+02,1.746294403076171875e+02,1.246224822998046875e+02,1.752177124023437500e+02,1.172387161254882812e+02,1.736997070312500000e+02
4.966094970703125000e+01,1.240194931030273438e+02,6.975688171386718750e+01,1.788736114501953125e+02,1.153039627075195312e+02,2.148086700439453125e+02,1.528970336914062500e+02,2.206575927734375000e+02,1.765342864990234375e+02,2.013558502197265625e+02,1.896454162597656250e+02,1.484095306396484375e+02,1.812436981201171875e+02,9.273961639404296875e+01,6.875194549560546875e+01,9.454413604736328125e+01,8.729943847656250000e+01,7.690432739257812500e+01,1.121545333862304688e+02,7.644558715820312500e+01,1.335321807861328125e+02,7.263351440429687500e+01,1.529891052246093750e+02,6.304831695556640625e+01,1.702322235107421875e+02,7.039847564697265625e+01,1.271124801635742188e+02,8.869390869140625000e+01,1.387976379394531250e+02,1.153154296875000000e+02,1.260339050292968750e+02,1.328486480712890625e+02,1.397749786376953125e+02,1.336385803222656250e+02,1.498357849121093750e+02,1.267432403564453125e+02,8.449802398681640625e+01,1.046643371582031250e+02,1.091736145019531250e+02,9.820609283447265625e+01,1.421833343505859375e+02,9.105966949462890625e+01,1.619118041992187500e+02,8.660719299316406250e+01,1.178055877685546875e+02,1.728745880126953125e+02,1.240508422851562500e+02,1.556169281005859375e+02,1.354438018798828125e+02,1.470581054687500000e+02,1.429475860595703125e+02,1.470920715332031250e+02,1.489798431396484375e+02,1.438684844970703125e+02,1.591788482666015625e+02,1.476497039794921875e+02,1.659616394042968750e+02,1.591669616699218750e+02,1.641106109619140625e+02,1.764783172607421875e+02,1.567629699707031250e+02,1.847925415039062500e+02,1.498427581787109375e+02,1.876448211669921875e+02,1.414717864990234375e+02,1.884004974365234375e+02,1.286087799072265625e+02,1.845954742431640625e+02,1.225322723388671875e+02,1.708988342285156250e+02,1.365057678222656250e+02,1.546060028076171875e+02,1.440024719238281250e+02,1.532743072509765625e+02,1.500420227050781250e+02,1.514682617187500000e+02,1.625261993408203125e+02,1.592461395263671875e+02,1.537650451660156250e+02,1.747700195312500000e+02,1.472305908203125000e+02,1.772782287597656250e+02,1.392471618652343750e+02,1.777027740478515625e+02
5.198783493041992188e+01,1.037722625732421875e+02,5.865193557739257812e+01,1.653055267333984375e+02,8.987261962890625000e+01,2.126149749755859375e+02,1.249526901245117188e+02,2.258700866699218750e+02,1.573275909423828125e+02,2.147581634521484375e+02,1.867922058105468750e+02,1.667948303222656250e+02,1.942133483886718750e+02,1.043506011962890625e+02,6.398479461669921875e+01,9.031522369384765625e+01,8.698144531250000000e+01,6.959813690185546875e+01,1.179370803833007812e+02,7.590052032470703125e+01,1.361360626220703125e+02,7.645777893066406250e+01,1.667488098144531250e+02,7.174684906005859375e+01,1.868369140625000000e+02,9.262037658691406250e+01,1.272563705444335938e+02,9.155875396728515625e+01,1.282834167480468750e+02,1.355706939697265625e+02,1.116249771118164062e+02,1.450863647460937500e+02,1.267791366577148438e+02,1.509765930175781250e+02,1.415422821044921875e+02,1.461499633789062500e+02,7.976783752441406250e+01,9.536528778076171875e+01,1.079069137573242188e+02,9.638863372802734375e+01,1.438944702148437500e+02,9.788024139404296875e+01,1.692636413574218750e+02,9.798695373535156250e+01,9.981638336181640625e+01,1.744759216308593750e+02,1.102584381103515625e+02,1.701880645751953125e+02,1.197715530395507812e+02,1.678841094970703125e+02,1.263459701538085938e+02,1.701768188476562500e+02,1.339604187011718750e+02,1.682497100830078125e+02,1.422867431640625000e+02,1.714508666992187500e+02,1.511181335449218750e+02,1.750877227783203125e+02,1.422594757080078125e+02,1.790010986328125000e+02,1.339887237548828125e+02,1.802610168457031250e+02,1.263563690185546875e+02,1.808096771240234375e+02,1.190587615966796875e+02,1.798160552978515625e+02,1.097622985839843750e+02,1.776862792968750000e+02,1.043966522216796875e+02,1.743775482177734375e+02,1.188470458984375000e+02,1.731037139892578125e+02,1.259803161621093750e+02,1.741763458251953125e+02,1.333725738525390625e+02,1.735512237548828125e+02,1.472331237792968750e+02,1.747952880859375000e+02,1.340783996582031250e+02,1.724063262939453125e+02,1.266916809082031250e+02,1.730955505371093750e+02,1.195166625976562500e+02,1.717604064941406250e+02
5.684297180175781250e+01,1.030317687988281250e+02,6.454718017578125000e+01,1.599458007812500000e+02,9.495366668701171875e+01,2.072514495849609375e+02,1.278829956054687500e+02,2.250943908691406250e+02,1.624767150878906250e+02,2.113242645263671875e+02,2.004196472167968750e+02,1.598998870849609375e+02,2.057477416992187500e+02,9.079386901855468750e+01,6.231745910644531250e+01,8.490695190429687500e+01,8.215480041503906250e+01,7.313432312011718750e+01,1.062867813110351562e+02,7.843969726562500000e+01,1.361693878173828125e+02,7.661895751953125000e+01,1.637118682861328125e+02,6.753942108154296875e+01,1.887917633056640625e+02,7.676863098144531250e+01,1.223870239257812500e+02,9.360675048828125000e+01,1.226371536254882812e+02,1.389414978027343750e+02,1.078006057739257812e+02,1.448245544433593750e+02,1.242600402832031250e+02,1.513010864257812500e+02,1.413758850097656250e+02,1.438403320312500000e+02,7.640361022949218750e+01,9.897055816650390625e+01,1.050681915283203125e+02,9.891732025146484375e+01,1.445739288330078125e+02,9.716156768798828125e+01,1.718559875488281250e+02,9.375489807128906250e+01,9.251257324218750000e+01,1.645532684326171875e+02,1.040366363525390625e+02,1.627648010253906250e+02,1.164198074340820312e+02,1.619800262451171875e+02,1.252109680175781250e+02,1.636556854248046875e+02,1.355597229003906250e+02,1.611720123291015625e+02,1.492072448730468750e+02,1.609536590576171875e+02,1.640994873046875000e+02,1.607751617431640625e+02,1.512362365722656250e+02,1.764225921630859375e+02,1.378108825683593750e+02,1.833584136962890625e+02,1.268553543090820312e+02,1.851799774169921875e+02,1.171602172851562500e+02,1.841992797851562500e+02,1.041847229003906250e+02,1.783224639892578125e+02,9.702127075195312500e+01,1.662754516601562500e+02,1.160695495605468750e+02,1.665011138916015625e+02,1.253489532470703125e+02,1.674486541748046875e+02,1.356377105712890625e+02,1.657527160644531250e+02,1.598797149658203125e+02,1.627462921142578125e+02,1.370732421875000000e+02,1.743968963623046875e+02,1.264908599853515625e+02,1.761860198974609375e+02,1.169232254028320312e+02,1.749004821777343750e+02
4.805871963500976562e+01,1.026161956787109375e+02,6.629421997070312500e+01,1.643081359863281250e+02,1.055982513427734375e+02,2.103111114501953125e+02,1.391127624511718750e+02,2.247657318115234375e+02,1.737022247314453125e+02,2.114147949218750000e+02,2.167942352294921875e+02,1.586425323486328125e+02,2.232947235107421875e+02,7.962841796875000000e+01,4.842608261108398438e+01,8.484110260009765625e+01,7.441554260253906250e+01,7.640126800537109375e+01,1.031039352416992188e+02,8.410578155517578125e+01,1.336039581298828125e+02,8.115036773681640625e+01,1.667141571044921875e+02,6.744284820556640625e+01,2.005654754638671875e+02,7.192586517333984375e+01,1.206442031860351562e+02,9.941178131103515625e+01,1.230138854980468750e+02,1.517252807617187500e+02,1.096448440551757812e+02,1.588645019531250000e+02,1.263533020019531250e+02,1.636605224609375000e+02,1.437454681396484375e+02,1.566921234130859375e+02,6.624081420898437500e+01,1.006892166137695312e+02,1.015593338012695312e+02,1.031780624389648438e+02,1.477196807861328125e+02,9.977185821533203125e+01,1.819982299804687500e+02,9.204362487792968750e+01,1.033699951171875000e+02,1.832261047363281250e+02,1.124506683349609375e+02,1.802907104492187500e+02,1.221806411743164062e+02,1.774839935302734375e+02,1.296888580322265625e+02,1.794942321777343750e+02,1.383957672119140625e+02,1.763282012939453125e+02,1.516184997558593750e+02,1.778370208740234375e+02,1.664603118896484375e+02,1.778113250732421875e+02,1.546677093505859375e+02,1.906829071044921875e+02,1.424155273437500000e+02,1.968624114990234375e+02,1.330521545410156250e+02,1.986127166748046875e+02,1.244200286865234375e+02,1.978135223388671875e+02,1.138708953857421875e+02,1.929463500976562500e+02,1.088788757324218750e+02,1.843497924804687500e+02,1.223382949829101562e+02,1.837320861816406250e+02,1.303705749511718750e+02,1.844866180419921875e+02,1.391069183349609375e+02,1.829390716552734375e+02,1.614421386718750000e+02,1.795259857177734375e+02,1.404533386230468750e+02,1.851452331542968750e+02,1.316304321289062500e+02,1.866516418457031250e+02,1.233982162475585938e+02,1.853263244628906250e+02
3.827520370483398438e+01,9.869807434082031250e+01,5.585529708862304688e+01,1.657504730224609375e+02,1.006827774047851562e+02,2.132859344482421875e+02,1.398500671386718750e+02,2.236879882812500000e+02,1.668820648193359375e+02,2.049356536865234375e+02,1.904568023681640625e+02,1.481455841064453125e+02,1.920727081298828125e+02,8.159004211425781250e+01,5.586711883544921875e+01,8.378575897216796875e+01,8.504248046875000000e+01,7.748360443115234375e+01,1.132893524169921875e+02,8.417208862304687500e+01,1.431294555664062500e+02,8.153652191162109375e+01,1.652748413085937500e+02,6.833643341064453125e+01,1.880531921386718750e+02,6.695595550537109375e+01,1.302678985595703125e+02,9.787017059326171875e+01,1.390322875976562500e+02,1.471548156738281250e+02,1.209693222045898438e+02,1.556513366699218750e+02,1.374933624267578125e+02,1.599756469726562500e+02,1.512904815673828125e+02,1.518981933593750000e+02,7.275884246826171875e+01,1.019137802124023438e+02,1.057919464111328125e+02,1.020056686401367188e+02,1.485447998046875000e+02,9.758359527587890625e+01,1.755697174072265625e+02,9.092898559570312500e+01,1.081254653930664062e+02,1.837299194335937500e+02,1.199985198974609375e+02,1.794222412109375000e+02,1.311887969970703125e+02,1.758662109375000000e+02,1.383947753906250000e+02,1.774138031005859375e+02,1.453999328613281250e+02,1.741009674072265625e+02,1.535843811035156250e+02,1.750875091552734375e+02,1.615172882080078125e+02,1.758924102783203125e+02,1.556665649414062500e+02,1.855950164794921875e+02,1.482510070800781250e+02,1.908242950439453125e+02,1.408641815185546875e+02,1.930207977294921875e+02,1.327940521240234375e+02,1.931111602783203125e+02,1.211030120849609375e+02,1.906058807373046875e+02,1.138008728027343750e+02,1.841327819824218750e+02,1.310692138671875000e+02,1.827743988037109375e+02,1.387407073974609375e+02,1.828542022705078125e+02,1.456802368164062500e+02,1.809997558593750000e+02,1.573663940429687500e+02,1.774974212646484375e+02,1.467463684082031250e+02,1.794992218017578125e+02,1.397338562011718750e+02,1.816587829589843750e+02,1.320353698730468750e+02,1.813098602294921875e+02
4.464255142211914062e+01,8.606932830810546875e+01,5.247976684570312500e+01,1.523370971679687500e+02,8.296799468994140625e+01,2.077878723144531250e+02,1.200316314697265625e+02,2.260720672607421875e+02,1.567181091308593750e+02,2.143014068603515625e+02,1.935720367431640625e+02,1.602670135498046875e+02,2.050427246093750000e+02,8.836377716064453125e+01,5.533106994628906250e+01,8.330223083496093750e+01,8.155083465576171875e+01,7.135017395019531250e+01,1.117891387939453125e+02,7.958243560791015625e+01,1.385819091796875000e+02,7.988768768310546875e+01,1.702293853759765625e+02,7.276791381835937500e+01,1.961614990234375000e+02,8.444454956054687500e+01,1.255958023071289062e+02,9.548307800292968750e+01,1.249621734619140625e+02,1.454863739013671875e+02,1.078661117553710938e+02,1.515361328125000000e+02,1.238526077270507812e+02,1.584683837890625000e+02,1.406177215576171875e+02,1.532940979003906250e+02,7.186331939697265625e+01,9.517166900634765625e+01,1.039530410766601562e+02,9.824214935302734375e+01,1.470838775634765625e+02,9.984108734130859375e+01,1.772628479003906250e+02,9.830992126464843750e+01,9.416317749023437500e+01,1.791952362060546875e+02,1.057212982177734375e+02,1.768654022216796875e+02,1.160362625122070312e+02,1.753359069824218750e+02,1.233218460083007812e+02,1.781790618896484375e+02,1.321849975585937500e+02,1.760594329833984375e+02,1.418249206542968750e+02,1.790425109863281250e+02,1.522849426269531250e+02,1.814768676757812500e+02,1.416614532470703125e+02,1.888078155517578125e+02,1.313555145263671875e+02,1.913763732910156250e+02,1.223036422729492188e+02,1.918563690185546875e+02,1.140299682617187500e+02,1.904193115234375000e+02,1.041190872192382812e+02,1.865061950683593750e+02,9.932382202148437500e+01,1.802255859375000000e+02,1.148980484008789062e+02,1.814534606933593750e+02,1.228854064941406250e+02,1.830129241943359375e+02,1.315698394775390625e+02,1.824974975585937500e+02,1.475734863281250000e+02,1.820421600341796875e+02,1.316503753662109375e+02,1.806621246337890625e+02,1.229374237060546875e+02,1.813303222656250000e+02,1.149212188720703125e+02,1.795224609375000000e+02
5.979716873168945312e+01,9.974642181396484375e+01,6.511817932128906250e+01,1.598987274169921875e+02,9.189139556884765625e+01,2.089194793701171875e+02,1.210924453735351562e+02,2.254705505371093750e+02,1.618342895507812500e+02,2.167057952880859375e+02,2.121223754882812500e+02,1.710259704589843750e+02,2.252411651611328125e+02,9.771143341064453125e+01,6.228533554077148438e+01,8.055406951904296875e+01,8.126008605957031250e+01,6.507931518554687500e+01,1.066756515502929688e+02,7.324349212646484375e+01,1.274738693237304688e+02,7.317414093017578125e+01,1.639321289062500000e+02,6.730944061279296875e+01,1.934681091308593750e+02,8.724729919433593750e+01,1.165734329223632812e+02,9.350209045410156250e+01,1.091804809570312500e+02,1.420027923583984375e+02,9.945212554931640625e+01,1.500424804687500000e+02,1.124993286132812500e+02,1.565702819824218750e+02,1.289066162109375000e+02,1.536560668945312500e+02,7.565637969970703125e+01,9.360538482666015625e+01,1.034059295654296875e+02,9.744440460205078125e+01,1.416632385253906250e+02,9.988085174560546875e+01,1.724755401611328125e+02,9.900976562500000000e+01,9.370156860351562500e+01,1.756661529541015625e+02,9.958855438232421875e+01,1.719575958251953125e+02,1.065005493164062500e+02,1.698668518066406250e+02,1.122808227539062500e+02,1.727081451416015625e+02,1.198718032836914062e+02,1.712865447998046875e+02,1.314679565429687500e+02,1.760256347656250000e+02,1.455037536621093750e+02,1.800983734130859375e+02,1.316278076171875000e+02,1.868510589599609375e+02,1.201773910522460938e+02,1.886232757568359375e+02,1.123950576782226562e+02,1.885018463134765625e+02,1.054873809814453125e+02,1.865849304199218750e+02,9.895960998535156250e+01,1.820381774902343750e+02,9.791194152832031250e+01,1.760947570800781250e+02,1.060061340332031250e+02,1.765137939453125000e+02,1.123609237670898438e+02,1.781338653564453125e+02,1.197602691650390625e+02,1.783201293945312500e+02,1.403127136230468750e+02,1.799838104248046875e+02,1.198680419921875000e+02,1.781917419433593750e+02,1.124700775146484375e+02,1.779512634277343750e+02,1.059417266845703125e+02,1.758164672851562500e+02
